Date,Team,Opponent,Team Score,Opponent Score,Location,Team Margin,Team Result,Team Location
2/25/2013,Hampton,Delaware St,57,50,Delaware St,7,Win,Away
2/25/2013,Howard,MD E Shore,49,45,MD E Shore,4,Win,Away
2/25/2013,Prairie View,Alabama A&M,61,57,Alabama A&M,4,Win,Away
2/25/2013,Marquette,Syracuse,74,71,Marquette,3,Win,Home
2/25/2013,Florida A&M,S Carolina St,75,72,Florida A&M,3,Win,Home
2/25/2013,Central Conn,Quinnipiac,67,65,Central Conn,2,Win,Home
2/25/2013,Ark Pine Bluff,Jackson St,73,72,Ark Pine Bluff,1,Win,Home
2/25/2013,Seton Hall,Villanova,66,65,Seton Hall,1,Win,Home
2/25/2013,Jackson St,Ark Pine Bluff,72,73,Ark Pine Bluff,-1,Loss,Away
2/25/2013,Villanova,Seton Hall,65,66,Seton Hall,-1,Loss,Away
2/25/2013,Quinnipiac,Central Conn,65,67,Central Conn,-2,Loss,Away
2/25/2013,Syracuse,Marquette,71,74,Marquette,-3,Loss,Away
2/25/2013,S Carolina St,Florida A&M,72,75,Florida A&M,-3,Loss,Away
2/25/2013,MD E Shore,Howard,45,49,MD E Shore,-4,Loss,Home
2/25/2013,Alabama A&M,Prairie View,57,61,Alabama A&M,-4,Loss,Home
2/25/2013,Delaware St,Hampton,50,57,Delaware St,-7,Loss,Home
2/25/2013,Iowa St,Kansas,96,108,Iowa St,-12,Loss,Home
2/25/2013,New Orleans,Houston Bap,52,65,Houston Bap,-13,Loss,Away
2/25/2013,Savannah St,Bethune-Cookman,58,72,Bethune-Cookman,-14,Loss,Away
2/25/2013,Sacred Heart,Bryant,68,84,Bryant,-16,Loss,Away
2/25/2013,Texas Tech,Kansas St,55,75,Kansas St,-20,Loss,Away
2/25/2013,Alabama St,TX Southern,50,70,Alabama St,-20,Loss,Home
2/25/2013,Grambling,MS Valley St,68,90,MS Valley St,-22,Loss,Away
2/26/2013,Wisconsin,Nebraska,77,46,Wisconsin,31,Win,Home
2/26/2013,Alabama,Auburn,61,43,Alabama,18,Win,Home
2/26/2013,VMI,Liberty,83,66,Liberty,17,Win,Away
2/26/2013,WI Green Bay,WI Milwaukee,78,61,WI Green Bay,17,Win,Home
2/26/2013,Florida St,Wake Forest,76,62,Florida St,14,Win,Home
2/26/2013,Valparaiso,Youngstown St,73,64,Valparaiso,9,Win,Home
2/26/2013,E Illinois,Chicago St,58,50,Chicago St,8,Win,Away
2/26/2013,N Dakota St,Utah Valley,63,56,N Dakota St,7,Win,Home
2/26/2013,Tennessee,Florida,64,58,Tennessee,6,Win,Home
2/26/2013,IL Chicago,Wright St,60,55,IL Chicago,5,Win,Home
2/26/2013,Minnesota,Indiana,77,73,Minnesota,4,Win,Home
2/26/2013,Xavier,Memphis,64,62,Xavier,2,Win,Home
2/26/2013,Detroit,Loyola-Chicago,76,75,Detroit,1,Win,Home
2/26/2013,Loyola-Chicago,Detroit,75,76,Detroit,-1,Loss,Away
2/26/2013,Memphis,Xavier,62,64,Xavier,-2,Loss,Away
2/26/2013,Indiana,Minnesota,73,77,Minnesota,-4,Loss,Away
2/26/2013,Wright St,IL Chicago,55,60,IL Chicago,-5,Loss,Away
2/26/2013,Florida,Tennessee,58,64,Tennessee,-6,Loss,Away
2/26/2013,Utah Valley,N Dakota St,56,63,N Dakota St,-7,Loss,Away
2/26/2013,Chicago St,E Illinois,50,58,Chicago St,-8,Loss,Home
2/26/2013,Youngstown St,Valparaiso,64,73,Valparaiso,-9,Loss,Away
2/26/2013,Wake Forest,Florida St,62,76,Florida St,-14,Loss,Away
2/26/2013,Liberty,VMI,66,83,Liberty,-17,Loss,Home
2/26/2013,WI Milwaukee,WI Green Bay,61,78,WI Green Bay,-17,Loss,Away
2/26/2013,Auburn,Alabama,43,61,Alabama,-18,Loss,Away
2/26/2013,Nebraska,Wisconsin,46,77,Wisconsin,-31,Loss,Away
2/27/2013,St Mary's CA,Pepperdine,87,48,Pepperdine,39,Win,Away
2/27/2013,Illinois St,Missouri St,86,50,Illinois St,36,Win,Home
2/27/2013,Kentucky,Mississippi St,85,55,Kentucky,30,Win,Home
2/27/2013,Belmont,Edwardsville,73,43,Belmont,30,Win,Home
2/27/2013,Lehigh,Navy,72,43,Lehigh,29,Win,Home
2/27/2013,Boise St,Nevada,73,47,Boise St,26,Win,Home
2/27/2013,Dayton,Charlotte,88,67,Charlotte,21,Win,Away
2/27/2013,Louisville,DePaul,79,58,DePaul,21,Win,Away
2/27/2013,Pittsburgh,South Florida,64,44,Pittsburgh,20,Win,Home
2/27/2013,Bucknell,American Univ,66,47,Bucknell,19,Win,Home
2/27/2013,Coastal Car,Winthrop,73,54,Coastal Car,19,Win,Home
2/27/2013,Miami FL,Virginia Tech,76,58,Miami FL,18,Win,Home
2/27/2013,Morgan St,Coppin St,86,68,Morgan St,18,Win,Home
2/27/2013,NC State,Boston College,82,64,NC State,18,Win,Home
2/27/2013,Creighton,Bradley,80,62,Bradley,18,Win,Away
2/27/2013,St Louis,St Joseph's PA,70,53,St Louis,17,Win,Home
2/27/2013,Oklahoma St,TCU,64,47,TCU,17,Win,Away
2/27/2013,Lafayette,Colgate,80,67,Colgate,13,Win,Away
2/27/2013,Longwood,Campbell,79,66,Campbell,13,Win,Away
2/27/2013,E Michigan,N Illinois,53,41,N Illinois,12,Win,Away
2/27/2013,UNC Asheville,Presbyterian,74,62,UNC Asheville,12,Win,Home
2/27/2013,SMU,Rice,67,55,SMU,12,Win,Home
2/27/2013,USC,Arizona,89,78,USC,11,Win,Home
2/27/2013,Drake,Indiana St,67,56,Indiana St,11,Win,Away
2/27/2013,UTEP,Houston,63,53,UTEP,10,Win,Home
2/27/2013,Georgia Tech,Maryland,78,68,Georgia Tech,10,Win,Home
2/27/2013,Iowa,Purdue,58,48,Iowa,10,Win,Home
2/27/2013,New Mexico,San Diego St,70,60,New Mexico,10,Win,Home
2/27/2013,Richmond,G Washington,73,64,Richmond,9,Win,Home
2/27/2013,Mississippi,Texas A&M,82,73,Mississippi,9,Win,Home
2/27/2013,Bowling Green,Miami OH,52,44,Bowling Green,8,Win,Home
2/27/2013,Akron,Ohio,88,81,Ohio,7,Win,Away
2/27/2013,Army,Holy Cross,69,62,Army,7,Win,Home
2/27/2013,Colorado St,Fresno St,74,67,Colorado St,7,Win,Home
2/27/2013,Penn St,Michigan,84,78,Penn St,6,Win,Home
2/27/2013,Davidson,Elon,69,63,Elon,6,Win,Away
2/27/2013,Northeastern,Georgia St,90,84,Georgia St,6,Win,Away
2/27/2013,S Illinois,Northern Iowa,63,57,S Illinois,6,Win,Home
2/27/2013,Texas,Oklahoma,92,86,Texas,6,Win,Home
2/27/2013,Air Force,Wyoming,72,66,Air Force,6,Win,Home
2/27/2013,Radford,High Point,63,58,High Point,5,Win,Away
2/27/2013,Gardner Webb,Charleston So,67,62,Gardner Webb,5,Win,Home
2/27/2013,Ball St,C Michigan,95,90,Ball St,5,Win,Home
2/27/2013,LSU,Arkansas,65,60,LSU,5,Win,Home
2/27/2013,UAB,Tulane,76,71,Tulane,5,Win,Away
2/27/2013,UCLA,Arizona St,79,74,UCLA,5,Win,Home
2/27/2013,Towson,George Mason,85,81,George Mason,4,Win,Away
2/27/2013,W Michigan,Toledo,65,62,Toledo,3,Win,Away
2/27/2013,Evansville,Wichita St,59,56,Wichita St,3,Win,Away
2/27/2013,Baylor,West Virginia,65,62,West Virginia,3,Win,Away
2/27/2013,Kent,Buffalo,83,81,Kent,2,Win,Home
2/27/2013,Colorado,Stanford,65,63,Stanford,2,Win,Away
2/27/2013,William & Mary,UNC Wilmington,73,72,UNC Wilmington,1,Win,Away
2/27/2013,Delaware,Hofstra,57,56,Hofstra,1,Win,Away
2/27/2013,Georgetown,Connecticut,79,78,Connecticut,1,Win,Away
2/27/2013,Vanderbilt,Georgia,63,62,Vanderbilt,1,Win,Home
2/27/2013,UNC Wilmington,William & Mary,72,73,UNC Wilmington,-1,Loss,Home
2/27/2013,Hofstra,Delaware,56,57,Hofstra,-1,Loss,Home
2/27/2013,Connecticut,Georgetown,78,79,Connecticut,-1,Loss,Home
2/27/2013,Georgia,Vanderbilt,62,63,Vanderbilt,-1,Loss,Away
2/27/2013,Buffalo,Kent,81,83,Kent,-2,Loss,Away
2/27/2013,Stanford,Colorado,63,65,Stanford,-2,Loss,Home
2/27/2013,Toledo,W Michigan,62,65,Toledo,-3,Loss,Home
2/27/2013,Wichita St,Evansville,56,59,Wichita St,-3,Loss,Home
2/27/2013,West Virginia,Baylor,62,65,West Virginia,-3,Loss,Home
2/27/2013,George Mason,Towson,81,85,George Mason,-4,Loss,Home
2/27/2013,High Point,Radford,58,63,High Point,-5,Loss,Home
2/27/2013,Charleston So,Gardner Webb,62,67,Gardner Webb,-5,Loss,Away
2/27/2013,C Michigan,Ball St,90,95,Ball St,-5,Loss,Away
2/27/2013,Arkansas,LSU,60,65,LSU,-5,Loss,Away
2/27/2013,Tulane,UAB,71,76,Tulane,-5,Loss,Home
2/27/2013,Arizona St,UCLA,74,79,UCLA,-5,Loss,Away
2/27/2013,Michigan,Penn St,78,84,Penn St,-6,Loss,Away
2/27/2013,Elon,Davidson,63,69,Elon,-6,Loss,Home
2/27/2013,Georgia St,Northeastern,84,90,Georgia St,-6,Loss,Home
2/27/2013,Northern Iowa,S Illinois,57,63,S Illinois,-6,Loss,Away
2/27/2013,Oklahoma,Texas,86,92,Texas,-6,Loss,Away
2/27/2013,Wyoming,Air Force,66,72,Air Force,-6,Loss,Away
2/27/2013,Ohio,Akron,81,88,Ohio,-7,Loss,Home
2/27/2013,Holy Cross,Army,62,69,Army,-7,Loss,Away
2/27/2013,Fresno St,Colorado St,67,74,Colorado St,-7,Loss,Away
2/27/2013,Miami OH,Bowling Green,44,52,Bowling Green,-8,Loss,Away
2/27/2013,G Washington,Richmond,64,73,Richmond,-9,Loss,Away
2/27/2013,Texas A&M,Mississippi,73,82,Mississippi,-9,Loss,Away
2/27/2013,Houston,UTEP,53,63,UTEP,-10,Loss,Away
2/27/2013,Maryland,Georgia Tech,68,78,Georgia Tech,-10,Loss,Away
2/27/2013,Purdue,Iowa,48,58,Iowa,-10,Loss,Away
2/27/2013,San Diego St,New Mexico,60,70,New Mexico,-10,Loss,Away
2/27/2013,Arizona,USC,78,89,USC,-11,Loss,Away
2/27/2013,Indiana St,Drake,56,67,Indiana St,-11,Loss,Home
2/27/2013,N Illinois,E Michigan,41,53,N Illinois,-12,Loss,Home
2/27/2013,Presbyterian,UNC Asheville,62,74,UNC Asheville,-12,Loss,Away
2/27/2013,Rice,SMU,55,67,SMU,-12,Loss,Away
2/27/2013,Colgate,Lafayette,67,80,Colgate,-13,Loss,Home
2/27/2013,Campbell,Longwood,66,79,Campbell,-13,Loss,Home
2/27/2013,St Joseph's PA,St Louis,53,70,St Louis,-17,Loss,Away
2/27/2013,TCU,Oklahoma St,47,64,TCU,-17,Loss,Home
2/27/2013,Virginia Tech,Miami FL,58,76,Miami FL,-18,Loss,Away
2/27/2013,Coppin St,Morgan St,68,86,Morgan St,-18,Loss,Away
2/27/2013,Boston College,NC State,64,82,NC State,-18,Loss,Away
2/27/2013,Bradley,Creighton,62,80,Bradley,-18,Loss,Home
2/27/2013,American Univ,Bucknell,47,66,Bucknell,-19,Loss,Away
2/27/2013,Winthrop,Coastal Car,54,73,Coastal Car,-19,Loss,Away
2/27/2013,South Florida,Pittsburgh,44,64,Pittsburgh,-20,Loss,Away
2/27/2013,Charlotte,Dayton,67,88,Charlotte,-21,Loss,Home
2/27/2013,DePaul,Louisville,58,79,DePaul,-21,Loss,Home
2/27/2013,Nevada,Boise St,47,73,Boise St,-26,Loss,Away
2/27/2013,Navy,Lehigh,43,72,Lehigh,-29,Loss,Away
2/27/2013,Mississippi St,Kentucky,55,85,Kentucky,-30,Loss,Away
2/27/2013,Edwardsville,Belmont,43,73,Belmont,-30,Loss,Away
2/27/2013,Missouri St,Illinois St,50,86,Illinois St,-36,Loss,Away
2/27/2013,Pepperdine,St Mary's CA,48,87,Pepperdine,-39,Loss,Home
2/28/2013,Morehead St,Tennessee St,101,100,Tennessee St            1,1,Win,Away
2/28/2013,Alabama A&M,Grambling,74,47,Grambling,27,Win,Away
2/28/2013,N Kentucky,North Florida,72,45,N Kentucky,27,Win,Home
2/28/2013,SE Missouri St,Austin Peay,108,81,Austin Peay,27,Win,Away
2/28/2013,North Texas,Arkansas St,74,50,North Texas,24,Win,Home
2/28/2013,Santa Clara,Loy Marymount,79,56,Santa Clara,23,Win,Home
2/28/2013,Louisiana Tech,Utah St,84,61,Louisiana Tech,23,Win,Home
2/28/2013,Missouri,South Carolina,90,68,South Carolina,22,Win,Away
2/28/2013,Cal Poly SLO,CS Northridge,81,61,CS Northridge,20,Win,Away
2/28/2013,Wagner,F Dickinson,84,66,F Dickinson,18,Win,Away
2/28/2013,South Dakota,IUPUI,87,69,IUPUI,18,Win,Away
2/28/2013,S Dakota St,NE Omaha,100,82,NE Omaha,18,Win,Away
2/28/2013,UT San Antonio,Idaho,74,56,UT San Antonio,18,Win,Home
2/28/2013,California,Utah,64,46,California,18,Win,Home
2/28/2013,Vermont,Binghamton,78,61,Binghamton,17,Win,Away
2/28/2013,Stony Brook,Boston Univ,71,55,Boston Univ,16,Win,Away
2/28/2013,E Kentucky,Tennessee Tech,69,54,Tennessee Tech,15,Win,Away
2/28/2013,Weber St,CS Sacramento,70,55,CS Sacramento,15,Win,Away
2/28/2013,Mt St Mary's,Monmouth NJ,77,63,Monmouth NJ,14,Win,Away
2/28/2013,Stetson,Kennesaw,91,77,Stetson,14,Win,Home
2/28/2013,TAM C. Christi,SE Louisiana,78,64,TAM C. Christi,14,Win,Home
2/28/2013,San Francisco,San Diego,83,70,San Diego,13,Win,Away
2/28/2013,TX Southern,Southern Univ,79,66,TX Southern,13,Win,Home
2/28/2013,Hartford,MD Baltimore Co,68,56,Hartford,12,Win,Home
2/28/2013,Canisius,St Peter's,77,65,Canisius,12,Win,Home
2/28/2013,Quinnipiac,St Francis NY,78,67,St Francis NY,11,Win,Away
2/28/2013,Citadel,Furman,68,57,Citadel,11,Win,Home
2/28/2013,Ohio St,Northwestern,63,53,Northwestern,10,Win,Away
2/28/2013,Middle Tenn St,Troy,66,56,Troy,10,Win,Away
2/28/2013,Oregon,Oregon St,85,75,Oregon,10,Win,Home
2/28/2013,Chattanooga,W Carolina,81,72,W Carolina,9,Win,Away
2/28/2013,Northern Arizona,Idaho St,67,58,Northern Arizona,9,Win,Home
2/28/2013,Rider,Niagara,68,59,Niagara,9,Win,Away
2/28/2013,North Carolina,Clemson,68,59,Clemson,9,Win,Away
2/28/2013,Florida Intl,ULM,67,58,ULM,9,Win,Away
2/28/2013,Ark Little Rock,ULL,77,68,Ark Little Rock,9,Win,Home
2/28/2013,Pacific,CS Fullerton,64,55,CS Fullerton,9,Win,Away
2/28/2013,Ark Pine Bluff,MS Valley St,78,70,MS Valley St,8,Win,Away
2/28/2013,N Colorado,E Washington,88,80,E Washington,8,Win,Away
2/28/2013,North Dakota,Portland St,74,66,Portland St,8,Win,Away
2/28/2013,Cent Arkansas,Lamar,106,99,Lamar,7,Win,Away
2/28/2013,Albany NY,New Hampshire,56,49,Albany NY,7,Win,Home
2/28/2013,UT Arlington,San Jose St,81,74,UT Arlington,7,Win,Home
2/28/2013,UC Davis,UC Riverside,59,52,UC Riverside,7,Win,Away
2/28/2013,Ga Southern,UNC Greensboro,66,60,UNC Greensboro,6,Win,Away
2/28/2013,W Kentucky,South Alabama,79,73,W Kentucky,6,Win,Home
2/28/2013,Alcorn St,Prairie View,81,75,Prairie View,6,Win,Away
2/28/2013,Jackson St,Alabama St,70,65,Jackson St,5,Win,Home
2/28/2013,Col Charleston,Wofford,55,50,Col Charleston,5,Win,Home
2/28/2013,Virginia,Duke,73,68,Virginia,5,Win,Home
2/28/2013,Gonzaga,BYU,70,65,BYU,5,Win,Away
2/28/2013,Temple,Detroit,83,78,Temple,5,Win,Home
2/28/2013,Drexel,Old Dominion,81,77,Old Dominion,4,Win,Away
2/28/2013,Lipscomb,Jacksonville,77,73,Lipscomb,4,Win,Home
2/28/2013,Hawaii,Santa Barbara,70,66,Hawaii,4,Win,Home
2/28/2013,Central Conn,St Francis PA,84,81,Central Conn,3,Win,Home
2/28/2013,Appalachian St,Samford,70,67,Appalachian St,3,Win,Home
2/28/2013,FL Gulf Coast,Mercer,60,57,FL Gulf Coast,3,Win,Home
2/28/2013,W Illinois,Missouri KC,53,50,W Illinois,3,Win,Home
2/28/2013,Nicholls St,Sam Houston St,56,53,Sam Houston St,3,Win,Away
2/28/2013,Long Island,Sacred Heart,70,68,Long Island,2,Win,Home
2/28/2013,Robert Morris,Bryant,77,75,Bryant,2,Win,Away
2/28/2013,Texas St,Seattle,67,65,Texas St,2,Win,Home
2/28/2013,McNeese St,Oral Roberts,56,54,McNeese St,2,Win,Home
2/28/2013,TN Martin,Murray St,69,68,Murray St,1,Win,Away
2/28/2013,Montana St,Southern Utah,62,61,Southern Utah,1,Win,Away
2/28/2013,Tennessee St,Morehead St,100,101,Tennessee St            1,-1,Loss,Home
2/28/2013,Murray St,TN Martin,68,69,Murray St,-1,Loss,Home
2/28/2013,Southern Utah,Montana St,61,62,Southern Utah,-1,Loss,Home
2/28/2013,Sacred Heart,Long Island,68,70,Long Island,-2,Loss,Away
2/28/2013,Bryant,Robert Morris,75,77,Bryant,-2,Loss,Home
2/28/2013,Seattle,Texas St,65,67,Texas St,-2,Loss,Away
2/28/2013,Oral Roberts,McNeese St,54,56,McNeese St,-2,Loss,Away
2/28/2013,St Francis PA,Central Conn,81,84,Central Conn,-3,Loss,Away
2/28/2013,Samford,Appalachian St,67,70,Appalachian St,-3,Loss,Away
2/28/2013,Mercer,FL Gulf Coast,57,60,FL Gulf Coast,-3,Loss,Away
2/28/2013,Missouri KC,W Illinois,50,53,W Illinois,-3,Loss,Away
2/28/2013,Sam Houston St,Nicholls St,53,56,Sam Houston St,-3,Loss,Home
2/28/2013,Old Dominion,Drexel,77,81,Old Dominion,-4,Loss,Home
2/28/2013,Jacksonville,Lipscomb,73,77,Lipscomb,-4,Loss,Away
2/28/2013,Santa Barbara,Hawaii,66,70,Hawaii,-4,Loss,Away
2/28/2013,Alabama St,Jackson St,65,70,Jackson St,-5,Loss,Away
2/28/2013,Wofford,Col Charleston,50,55,Col Charleston,-5,Loss,Away
2/28/2013,Duke,Virginia,68,73,Virginia,-5,Loss,Away
2/28/2013,BYU,Gonzaga,65,70,BYU,-5,Loss,Home
2/28/2013,Detroit,Temple,78,83,Temple,-5,Loss,Away
2/28/2013,UNC Greensboro,Ga Southern,60,66,UNC Greensboro,-6,Loss,Home
2/28/2013,South Alabama,W Kentucky,73,79,W Kentucky,-6,Loss,Away
2/28/2013,Prairie View,Alcorn St,75,81,Prairie View,-6,Loss,Home
2/28/2013,Lamar,Cent Arkansas,99,106,Lamar,-7,Loss,Home
2/28/2013,New Hampshire,Albany NY,49,56,Albany NY,-7,Loss,Away
2/28/2013,San Jose St,UT Arlington,74,81,UT Arlington,-7,Loss,Away
2/28/2013,UC Riverside,UC Davis,52,59,UC Riverside,-7,Loss,Home
2/28/2013,MS Valley St,Ark Pine Bluff,70,78,MS Valley St,-8,Loss,Home
2/28/2013,E Washington,N Colorado,80,88,E Washington,-8,Loss,Home
2/28/2013,Portland St,North Dakota,66,74,Portland St,-8,Loss,Home
2/28/2013,W Carolina,Chattanooga,72,81,W Carolina,-9,Loss,Home
2/28/2013,Idaho St,Northern Arizona,58,67,Northern Arizona,-9,Loss,Away
2/28/2013,Niagara,Rider,59,68,Niagara,-9,Loss,Home
2/28/2013,Clemson,North Carolina,59,68,Clemson,-9,Loss,Home
2/28/2013,ULM,Florida Intl,58,67,ULM,-9,Loss,Home
2/28/2013,ULL,Ark Little Rock,68,77,Ark Little Rock,-9,Loss,Away
2/28/2013,CS Fullerton,Pacific,55,64,CS Fullerton,-9,Loss,Home
2/28/2013,Northwestern,Ohio St,53,63,Northwestern,-10,Loss,Home
2/28/2013,Troy,Middle Tenn St,56,66,Troy,-10,Loss,Home
2/28/2013,Oregon St,Oregon,75,85,Oregon,-10,Loss,Away
2/28/2013,St Francis NY,Quinnipiac,67,78,St Francis NY,-11,Loss,Home
2/28/2013,Furman,Citadel,57,68,Citadel,-11,Loss,Away
2/28/2013,MD Baltimore Co,Hartford,56,68,Hartford,-12,Loss,Away
2/28/2013,St Peter's,Canisius,65,77,Canisius,-12,Loss,Away
2/28/2013,San Diego,San Francisco,70,83,San Diego,-13,Loss,Home
2/28/2013,Southern Univ,TX Southern,66,79,TX Southern,-13,Loss,Away
2/28/2013,Monmouth NJ,Mt St Mary's,63,77,Monmouth NJ,-14,Loss,Home
2/28/2013,Kennesaw,Stetson,77,91,Stetson,-14,Loss,Away
2/28/2013,SE Louisiana,TAM C. Christi,64,78,TAM C. Christi,-14,Loss,Away
2/28/2013,Tennessee Tech,E Kentucky,54,69,Tennessee Tech,-15,Loss,Home
2/28/2013,CS Sacramento,Weber St,55,70,CS Sacramento,-15,Loss,Home
2/28/2013,Boston Univ,Stony Brook,55,71,Boston Univ,-16,Loss,Home
2/28/2013,Binghamton,Vermont,61,78,Binghamton,-17,Loss,Home
2/28/2013,F Dickinson,Wagner,66,84,F Dickinson,-18,Loss,Home
2/28/2013,IUPUI,South Dakota,69,87,IUPUI,-18,Loss,Home
2/28/2013,NE Omaha,S Dakota St,82,100,NE Omaha,-18,Loss,Home
2/28/2013,Idaho,UT San Antonio,56,74,UT San Antonio,-18,Loss,Away
2/28/2013,Utah,California,46,64,California,-18,Loss,Away
2/28/2013,CS Northridge,Cal Poly SLO,61,81,CS Northridge,-20,Loss,Home
2/28/2013,South Carolina,Missouri,68,90,South Carolina,-22,Loss,Home
2/28/2013,Loy Marymount,Santa Clara,56,79,Santa Clara,-23,Loss,Away
2/28/2013,Utah St,Louisiana Tech,61,84,Louisiana Tech,-23,Loss,Away
2/28/2013,Arkansas St,North Texas,50,74,North Texas,-24,Loss,Away
2/28/2013,Grambling,Alabama A&M,47,74,Grambling,-27,Loss,Home
2/28/2013,North Florida,N Kentucky,45,72,N Kentucky,-27,Loss,Away
2/28/2013,Austin Peay,SE Missouri St,81,108,Austin Peay,-27,Loss,Home
3/1/2013,SC Upstate,ETSU,88,56,ETSU,32,Win,Away
3/1/2013,Loyola-Chicago,Cleveland St,87,60,Loyola-Chicago,27,Win,Home
3/1/2013,Brown,Cornell,84,65,Cornell,19,Win,Away
3/1/2013,Columbia,Yale,59,46,Columbia,13,Win,Home
3/1/2013,Dartmouth,Penn,69,64,Penn,5,Win,Away
3/1/2013,Princeton,Harvard,58,53,Princeton,5,Win,Home
3/1/2013,Iona,Loyola MD,90,86,Iona,4,Win,Home
3/1/2013,Manhattan,Fairfield,34,31,Manhattan,3,Win,Home
3/1/2013,Marist,Siena,76,74,Siena,2,Win,Away
3/1/2013,Siena,Marist,74,76,Siena,-2,Loss,Home
3/1/2013,Fairfield,Manhattan,31,34,Manhattan,-3,Loss,Away
3/1/2013,Loyola MD,Iona,86,90,Iona,-4,Loss,Away
3/1/2013,Penn,Dartmouth,64,69,Penn,-5,Loss,Home
3/1/2013,Harvard,Princeton,53,58,Princeton,-5,Loss,Away
3/1/2013,Yale,Columbia,46,59,Columbia,-13,Loss,Away
3/1/2013,Cornell,Brown,65,84,Cornell,-19,Loss,Home
3/1/2013,Cleveland St,Loyola-Chicago,60,87,Loyola-Chicago,-27,Loss,Away
3/1/2013,ETSU,SC Upstate,56,88,ETSU,-32,Loss,Home
3/2/2013,Davidson,Ga Southern,83,48,Davidson,35,Win,Home
3/2/2013,La Salle,Duquesne,97,64,La Salle,33,Win,Home
3/2/2013,Austin Peay,TN Martin,91,58,Austin Peay,33,Win,Home
3/2/2013,VA Commonwealth,Butler,84,52,VA Commonwealth,32,Win,Home
3/2/2013,Minnesota,Penn St,73,44,Minnesota,29,Win,Home
3/2/2013,Gonzaga,Portland,81,52,Gonzaga,29,Win,Home
3/2/2013,Houston,Marshall,103,76,Houston,27,Win,Home
3/2/2013,Wright St,Youngstown St,72,45,Wright St,27,Win,Home
3/2/2013,N Dakota St,NE Omaha,84,57,NE Omaha,27,Win,Away
3/2/2013,Louisiana Tech,San Jose St,88,61,Louisiana Tech,27,Win,Home
3/2/2013,St Joseph's PA,Fordham,82,56,St Joseph's PA,26,Win,Home
3/2/2013,Appalachian St,Chattanooga,86,60,Appalachian St,26,Win,Home
3/2/2013,Kansas,West Virginia,91,65,Kansas,26,Win,Home
3/2/2013,Bryant,St Francis PA,85,60,Bryant,25,Win,Home
3/2/2013,Col Charleston,Furman,74,50,Furman,24,Win,Away
3/2/2013,NC A&T,S Carolina St,58,35,NC A&T,23,Win,Home
3/2/2013,Southern Univ,Prairie View,61,39,Prairie View,22,Win,Away
3/2/2013,St Bonaventure,Charlotte,104,83,St Bonaventure,21,Win,Home
3/2/2013,Mt St Mary's,F Dickinson,103,82,F Dickinson,21,Win,Away
3/2/2013,Kent,Miami OH,78,58,Miami OH,20,Win,Away
3/2/2013,Robert Morris,Central Conn,81,61,Central Conn,20,Win,Away
3/2/2013,Southern Miss,East Carolina,88,69,Southern Miss,19,Win,Home
3/2/2013,Valparaiso,WI Green Bay,75,56,WI Green Bay,19,Win,Away
3/2/2013,Gardner Webb,Presbyterian,76,57,Gardner Webb,19,Win,Home
3/2/2013,C Michigan,N Illinois,69,50,N Illinois,19,Win,Away
3/2/2013,TX Southern,Alcorn St,78,59,TX Southern,19,Win,Home
3/2/2013,FL Gulf Coast,Kennesaw,67,49,FL Gulf Coast,18,Win,Home
3/2/2013,Oral Roberts,Lamar,68,50,Lamar,18,Win,Away
3/2/2013,Texas A&M,South Carolina,74,56,Texas A&M,18,Win,Home
3/2/2013,Liberty,Radford,73,56,Radford,17,Win,Away
3/2/2013,Oklahoma,Iowa St,86,69,Oklahoma,17,Win,Home
3/2/2013,UNLV,Nevada,80,63,Nevada,17,Win,Away
3/2/2013,Niagara,St Peter's,78,61,Niagara,17,Win,Home
3/2/2013,FL Atlantic,Florida Intl,77,60,FL Atlantic,17,Win,Home
3/2/2013,Evansville,Indiana St,84,68,Evansville,16,Win,Home
3/2/2013,California,Colorado,62,46,California,16,Win,Home
3/2/2013,Drexel,UNC Wilmington,62,46,Drexel,16,Win,Home
3/2/2013,Bucknell,Navy,62,46,Navy,16,Win,Away
3/2/2013,Seattle,UT San Antonio,53,37,UT San Antonio,16,Win,Away
3/2/2013,SE Missouri St,Murray St,84,68,Murray St,16,Win,Away
3/2/2013,Holy Cross,Colgate,74,59,Holy Cross,15,Win,Home
3/2/2013,E Illinois,Edwardsville,61,46,E Illinois,15,Win,Home
3/2/2013,UT Arlington,Utah St,61,46,UT Arlington,15,Win,Home
3/2/2013,Fresno St,Air Force,56,41,Fresno St,15,Win,Home
3/2/2013,Buffalo,Akron,81,67,Buffalo,14,Win,Home
3/2/2013,VMI,Longwood,94,80,VMI,14,Win,Home
3/2/2013,Ball St,Toledo,86,72,Toledo,14,Win,Away
3/2/2013,Elon,UNC Greensboro,80,66,Elon,14,Win,Home
3/2/2013,Morgan St,MD E Shore,58,45,Morgan St,13,Win,Home
3/2/2013,Purdue,Wisconsin,69,56,Wisconsin,13,Win,Away
3/2/2013,Ohio,Bowling Green,78,65,Bowling Green,13,Win,Away
3/2/2013,St Mary's CA,Santa Clara,80,67,St Mary's CA,13,Win,Home
3/2/2013,Oklahoma St,Texas,78,65,Oklahoma St,13,Win,Home
3/2/2013,Missouri,LSU,89,76,Missouri,13,Win,Home
3/2/2013,Arkansas,Kentucky,73,60,Arkansas,13,Win,Home
3/2/2013,Indiana,Iowa,73,60,Indiana,13,Win,Home
